path,label,code,bbox
./data/kvasir-instrument/images,instrument,ckcxav9fs000a3b5yc5e3nnse,"[695, 1079, 720, 973]"
./data/kvasir-instrument/images,instrument,ckcuhlq4k001d3b5yb773g64i,"[437, 555, 394, 536]"
./data/kvasir-instrument/images,instrument,ckcx3vg70000d3b5y065b434b,"[274, 557, 450, 621]"
./data/hyper-kvasir/segmented-images/images,polyp,861f7486-06f2-4af4-9948-539e3c6e353b,"[0, 385, 38, 344]"
./data/kvasir-instrument/images,instrument,ckcu9ij2e00063b5yrrbb3f2o,"[223, 469, 87, 458]"
./data/kvasir-instrument/images,instrument,ckd4gfi4e000d3b5ywrleoqen,"[20, 358, 43, 348]"
./data/hyper-kvasir/segmented-images/images,polyp,44ff1c6a-fa66-43e1-b622-c48ebde75307,"[221, 473, 293, 477]"
./data/kvasir-instrument/images,instrument,ckcuaunq200033b5yjtfxlirm,"[380, 561, 441, 611]"
./data/kvasir-instrument/images,instrument,ckcxb4y68000u3b5y19pzmkpe,"[357, 556, 403, 597]"
./data/kvasir-instrument/images,instrument,ckd4gebxs000b3b5y89oxo9z1,"[24, 323, 83, 387]"
./data/hyper-kvasir/segmented-images/images,polyp,1addf8a6-e722-4fe7-b903-1c077c8a48a0,"[327, 455, 626, 732]"
./data/hyper-kvasir/segmented-images/images,polyp,a1f003f0-d813-483c-aaef-96b3bafa7fd1,"[27, 286, 113, 386]"
./data/kvasir-instrument/images,instrument,ckd03lgsi001i3b5ya6rs16fl,"[25, 241, 245, 414]"
./data/hyper-kvasir/segmented-images/images,polyp,68322fad-621b-4df6-bccf-0c945fac4137,"[28, 318, 150, 509]"
./data/hyper-kvasir/segmented-images/images,polyp,446b6a3e-6aac-4011-9912-f2dade891ecc,"[171, 455, 340, 623]"
./data/hyper-kvasir/segmented-images/images,polyp,8fc70ff3-f538-49ab-b153-e3315e11c913,"[29, 486, 209, 501]"
./data/hyper-kvasir/segmented-images/images,polyp,c875a002-a25d-4941-a3f0-f47c8c6696dc,"[110, 267, 284, 450]"
./data/hyper-kvasir/segmented-images/images,polyp,0cac37d3-0eec-44c7-af10-c88dc8549cbe,"[239, 529, 303, 564]"
./data/kvasir-instrument/images,instrument,ckczzk62a000a3b5yk46dw2od,"[25, 253, 235, 401]"
./data/hyper-kvasir/segmented-images/images,polyp,7624042a-14be-4278-9e8a-defe43af5a8f,"[179, 504, 248, 647]"
./data/kvasir-instrument/images,instrument,ckd48cuzv00033b5y6skwgo74,"[26, 248, 433, 718]"
./data/kvasir-instrument/images,instrument,ckcxb7c3200103b5yko0dc8xy,"[378, 556, 449, 626]"
./data/kvasir-instrument/images,instrument,ckcx9umxr00273b5yeyurbf0t,"[366, 564, 347, 522]"
./data/hyper-kvasir/segmented-images/images,polyp,0e5ab160-647e-438a-9a81-984dd70220bf,"[91, 428, 16, 424]"
./data/hyper-kvasir/segmented-images/images,polyp,c8776daa-3fd0-4f72-8ab5-9a0c581bd9fa,"[119, 468, 136, 423]"
./data/hyper-kvasir/segmented-images/images,polyp,abc9a4cd-d45f-4760-865b-0e04665ed473,"[0, 545, 0, 619]"
./data/hyper-kvasir/segmented-images/images,polyp,36aca4a6-c029-4ccc-92f7-4ce4e1746dcd,"[234, 349, 177, 347]"
./data/hyper-kvasir/segmented-images/images,polyp,6345de1a-944e-43e7-8b34-4368d4bc281d,"[372, 435, 312, 388]"
./data/hyper-kvasir/segmented-images/images,polyp,dcad400f-1e35-47b0-8190-0caba4a845e7,"[285, 434, 223, 336]"
./data/kvasir-instrument/images,instrument,ckd4il4jl00093b5y9rlfydho,"[22, 282, 356, 705]"
./data/hyper-kvasir/segmented-images/images,polyp,918fd8b6-36aa-4751-af7d-3d68922b6a56,"[184, 466, 177, 459]"
./data/hyper-kvasir/segmented-images/images,polyp,9f53c958-fe8f-4897-a060-8e3360696ac1,"[161, 464, 237, 509]"
./data/kvasir-instrument/images,instrument,ckczzpdi0000e3b5yk7aur35s,"[26, 522, 234, 376]"
./data/hyper-kvasir/segmented-images/images,polyp,a62a624e-27af-406f-9cb6-a19de6aae8b6,"[186, 417, 254, 498]"
./data/hyper-kvasir/segmented-images/images,polyp,14a24372-c34a-4160-8526-77073d54e47b,"[145, 289, 153, 320]"
./data/kvasir-instrument/images,instrument,ckcx9i5l7001l3b5yml44om1v,"[399, 562, 431, 585]"
./data/kvasir-instrument/images,instrument,ckcx9vh4b00293b5y2dxhrhud,"[535, 1014, 449, 991]"
./data/kvasir-instrument/images,instrument,ckcvw89rb000p3b5ycvszaz7y,"[303, 565, 383, 593]"
./data/kvasir-instrument/images,instrument,ckd4grehs000k3b5y81a0c2yk,"[21, 314, 254, 405]"
./data/kvasir-instrument/images,instrument,ckcx9x3zw002c3b5ykfry0sw5,"[369, 558, 411, 626]"
./data/kvasir-instrument/images,instrument,ckd4k4js100033b5ydcmw6rjo,"[28, 438, 85, 371]"
./data/hyper-kvasir/segmented-images/images,polyp,f1ff956c-c47a-4074-a016-fa2d5925f775,"[165, 334, 139, 340]"
./data/kvasir-instrument/images,instrument,ckcx40f2p000h3b5yxtpksguh,"[387, 556, 432, 586]"
./data/hyper-kvasir/segmented-images/images,polyp,23c36bb4-f551-48f2-9c69-6aa77be3d5ef,"[134, 319, 255, 399]"
./data/hyper-kvasir/segmented-images/images,polyp,7e340833-b661-4357-a099-b8cd65c5e3f5,"[0, 1, 201, 262]"
./data/hyper-kvasir/segmented-images/images,polyp,63f72872-cb2a-43e2-a8cb-dd102068e8a5,"[154, 353, 337, 524]"
./data/kvasir-instrument/images,instrument,ckd4k6mdn00063b5y0rglqtki,"[30, 362, 332, 498]"
./data/hyper-kvasir/segmented-images/images,polyp,906a3c79-da9c-474c-a49d-0373a2cbe277,"[81, 418, 14, 590]"
./data/hyper-kvasir/segmented-images/images,polyp,084af1b1-c5fa-42d1-80e8-463e04a03ab7,"[177, 744, 95, 911]"
./data/kvasir-instrument/images,instrument,ckcxctyme000l3b5ycbz75uvj,"[293, 554, 415, 685]"
./data/hyper-kvasir/segmented-images/images,polyp,dd328178-27ec-4e0e-a369-2a81f457f781,"[276, 432, 394, 529]"
./data/kvasir-instrument/images,instrument,ckcuhy87m00003b5y4kgnajgp,"[385, 563, 417, 620]"
./data/hyper-kvasir/segmented-images/images,polyp,8d32270c-d326-48a1-9e75-da92dee0e9f9,"[114, 364, 172, 476]"
./data/kvasir-instrument/images,instrument,ckcuhu2gc001r3b5yszpmmbh3,"[360, 563, 510, 684]"
./data/hyper-kvasir/segmented-images/images,polyp,7f3ac86e-be67-4616-b8d7-ff705babaf40,"[175, 349, 233, 461]"
./data/hyper-kvasir/segmented-images/images,polyp,98730593-94a2-4675-a3ed-e956a2c782ab,"[213, 459, 146, 372]"
./data/hyper-kvasir/segmented-images/images,polyp,9108833e-1f44-4199-84f8-5a6191f432ff,"[126, 405, 341, 573]"
./data/kvasir-instrument/images,instrument,ckcvwikrd00143b5yhb7c8cpy,"[0, 781, 435, 844]"
./data/hyper-kvasir/segmented-images/images,polyp,33406d5f-03f1-4c75-9f4e-d34fbb16507b,"[270, 431, 330, 480]"
./data/hyper-kvasir/segmented-images/images,polyp,61aaffa6-0b00-4da4-a2d7-54bdaf2ea375,"[172, 404, 160, 412]"
./data/kvasir-instrument/images,instrument,ckcx9gwut001h3b5ycm8ozbl8,"[341, 565, 362, 560]"
./data/hyper-kvasir/segmented-images/images,polyp,9a45fdad-b0e8-4357-9d93-1d2b97f4b320,"[0, 324, 45, 518]"
./data/hyper-kvasir/segmented-images/images,polyp,df2dc7bc-864f-4b4e-8086-d6a15c8f1258,"[0, 529, 0, 544]"
./data/hyper-kvasir/segmented-images/images,polyp,67e982df-7b5f-469b-a4b5-13c70ae5420e,"[97, 880, 937, 1348]"
./data/kvasir-instrument/images,instrument,ckd094ie600033b5yf4bj2m8i,"[37, 476, 439, 717]"
./data/kvasir-instrument/images,instrument,ckd4h2jm6000y3b5ynnb7zrzl,"[26, 225, 288, 430]"
./data/hyper-kvasir/segmented-images/images,polyp,6ad15e1e-0a59-4d73-a2ec-81a314682c39,"[95, 308, 124, 382]"
./data/hyper-kvasir/segmented-images/images,polyp,fca927d3-55d2-4be7-9f45-7cb70ca41d1d,"[73, 255, 299, 504]"
./data/hyper-kvasir/segmented-images/images,polyp,5fec1a59-8261-4226-a16c-f6af2145c8e5,"[0, 509, 150, 569]"
./data/kvasir-instrument/images,instrument,ckd0af3wd00093b5y44hrsit7,"[19, 351, 289, 450]"
./data/hyper-kvasir/segmented-images/images,polyp,ceb2ff74-bb58-4a41-8522-996a59a33e1a,"[0, 525, 0, 458]"
./data/kvasir-instrument/images,instrument,ckd0364na000x3b5y10hfhtxs,"[19, 359, 239, 424]"
./data/hyper-kvasir/segmented-images/images,polyp,01e6cfd7-bdb6-4929-9fc0-9a7dd2d3c7f7,"[0, 182, 122, 515]"
./data/kvasir-instrument/images,instrument,ckd4j9ilj000y3b5y6pgvvg9t,"[25, 472, 96, 407]"
./data/kvasir-instrument/images,instrument,ckcuag8sn00103b5yv4yglb5m,"[322, 439, 469, 530]"
./data/hyper-kvasir/segmented-images/images,polyp,bde7891c-a08a-437c-acec-1096260fcf58,"[111, 390, 40, 448]"
./data/hyper-kvasir/segmented-images/images,polyp,f28142ef-5475-4af1-96c2-1d3f5c892056,"[214, 347, 215, 352]"
./data/kvasir-instrument/images,instrument,ckd0ahbgr000c3b5y55bxb03l,"[31, 350, 84, 274]"
./data/hyper-kvasir/segmented-images/images,polyp,7dc575bb-539a-4e27-98ba-76dbd9589484,"[49, 221, 93, 283]"
./data/hyper-kvasir/segmented-images/images,polyp,aa10ac8d-f9e0-4065-9acc-9cda45093162,"[97, 507, 237, 445]"
./data/kvasir-instrument/images,instrument,ckd054plg000w3b5yzegxrpi1,"[12, 238, 86, 419]"
./data/hyper-kvasir/segmented-images/images,polyp,90d30949-a733-4e0e-8fdc-b8687e8548ad,"[151, 285, 619, 622]"
./data/hyper-kvasir/segmented-images/images,polyp,44cfed66-dd71-461e-a631-0305c3b33084,"[131, 236, 248, 370]"
./data/kvasir-instrument/images,instrument,ckd4dlqc5000s3b5yatsbovsx,"[20, 331, 357, 704]"
./data/kvasir-instrument/images,instrument,ckd0add3k00063b5ynm83paip,"[13, 318, 386, 674]"
./data/hyper-kvasir/segmented-images/images,polyp,e4f99fc3-9d20-4d87-8405-07ea66056c2f,"[238, 395, 395, 522]"
./data/hyper-kvasir/segmented-images/images,polyp,3f9bff57-8fcb-4a90-bd2c-34ecf4c2d127,"[252, 544, 312, 519]"
./data/kvasir-instrument/images,instrument,ckcx9nmko001u3b5yopeccdvo,"[349, 555, 368, 612]"
./data/hyper-kvasir/segmented-images/images,polyp,db71765c-2fca-48c1-9c57-4a9fc1c90002,"[84, 512, 248, 583]"
./data/kvasir-instrument/images,instrument,ckcuhfi6000133b5yezleo5ie,"[275, 532, 311, 590]"
./data/hyper-kvasir/segmented-images/images,polyp,4a170482-3662-4a07-aa36-d9dc77eeebdf,"[72, 329, 240, 501]"
./data/kvasir-instrument/images,instrument,ckcxb2yoq000q3b5yq8yxt4lu,"[618, 1015, 645, 1003]"
./data/hyper-kvasir/segmented-images/images,polyp,2eaf396b-3f87-41b0-9d01-c207bc9955dd,"[1, 286, 332, 541]"
./data/hyper-kvasir/segmented-images/images,polyp,f50a5e64-0bb3-4885-b751-11a7a7174970,"[0, 527, 0, 458]"
./data/hyper-kvasir/segmented-images/images,polyp,85792014-5420-47c8-a601-3b83855d48e2,"[242, 492, 257, 491]"
./data/kvasir-instrument/images,instrument,ckd03ojre001l3b5yhmw83laj,"[26, 440, 233, 438]"
./data/kvasir-instrument/images,instrument,ckcuazqgy00073b5y8kg82iqm,"[355, 532, 368, 541]"
./data/hyper-kvasir/segmented-images/images,polyp,cc125ee8-a29e-45ab-9e41-37f9a8b985b2,"[118, 315, 131, 343]"
./data/hyper-kvasir/segmented-images/images,polyp,98edf9b5-4b7d-4449-ae00-bfa0a1ec76ff,"[0, 419, 205, 616]"
./data/hyper-kvasir/segmented-images/images,polyp,670501f7-43a3-4cd3-9e0f-f280d4f939e7,"[0, 417, 154, 552]"
./data/kvasir-instrument/images,instrument,ckcxci10g00023b5y063j0sbb,"[361, 565, 427, 638]"
./data/hyper-kvasir/segmented-images/images,polyp,d2e6be1d-a06e-43b4-8980-12b16f5f45e5,"[295, 442, 220, 348]"
./data/hyper-kvasir/segmented-images/images,polyp,616f4cfd-68ae-47b6-b278-ed66d53211e6,"[0, 530, 0, 553]"
./data/kvasir-instrument/images,instrument,ckd4gp5jt000h3b5yjzi36k55,"[23, 356, 44, 414]"
./data/hyper-kvasir/segmented-images/images,polyp,7040fe22-8ea4-4922-97e4-59ed2e4453e2,"[213, 342, 318, 441]"
./data/kvasir-instrument/images,instrument,ckd04ww4w000m3b5ymats4djj,"[434, 516, 85, 131]"
./data/kvasir-instrument/images,instrument,ckcu9jucf00083b5ytpqoue72,"[420, 555, 449, 597]"
./data/hyper-kvasir/segmented-images/images,polyp,8edb3546-55a5-4b0f-8594-5525cde170b2,"[71, 228, 248, 428]"
./data/hyper-kvasir/segmented-images/images,polyp,b69863fa-b7be-4524-b21b-aa218422ec24,"[258, 383, 422, 513]"
./data/hyper-kvasir/segmented-images/images,polyp,1020f3b4-12fa-406c-aa42-83d75d221005,"[168, 316, 329, 415]"
./data/kvasir-instrument/images,instrument,ckcx99z0600153b5yk3li0l8l,"[362, 558, 403, 591]"
./data/hyper-kvasir/segmented-images/images,polyp,9c61cc36-1e0d-455d-a3c9-8c9511765275,"[120, 530, 203, 592]"
./data/hyper-kvasir/segmented-images/images,polyp,892221e8-dbca-4abf-bd54-91da857b3c32,"[453, 547, 255, 376]"
./data/hyper-kvasir/segmented-images/images,polyp,6d87d28c-cda7-46bc-84c9-a5f7389e2157,"[0, 526, 0, 621]"
./data/kvasir-instrument/images,instrument,ckcudjprd000u3b5y0inb980n,"[0, 529, 0, 622]"
./data/kvasir-instrument/images,instrument,ckd09cq9u000e3b5ytvjofpgj,"[28, 199, 314, 443]"
./data/hyper-kvasir/segmented-images/images,polyp,8f064558-7f12-41e7-9949-c3a46b77707d,"[152, 278, 268, 369]"
./data/kvasir-instrument/images,instrument,ckd03s3o5001r3b5yvp8ww784,"[21, 219, 146, 305]"
./data/hyper-kvasir/segmented-images/images,polyp,c783b10b-e4ba-4ee4-9094-786ff0b6fa84,"[281, 529, 45, 458]"
./data/hyper-kvasir/segmented-images/images,polyp,208689e4-746f-4eb2-b362-279724bd1ea4,"[283, 492, 194, 382]"
./data/kvasir-instrument/images,instrument,ckcuhsryx001p3b5yvrur85h3,"[429, 560, 400, 535]"
./data/kvasir-instrument/images,instrument,ckcvwbrem000v3b5yvkhbh83i,"[454, 557, 521, 628]"
./data/hyper-kvasir/segmented-images/images,polyp,02cac873-236f-40bd-a32a-811d6f8fac4c,"[84, 299, 334, 429]"
./data/hyper-kvasir/segmented-images/images,polyp,a0a412a3-b5b1-4e07-ac9c-718babcd3bc4,"[62, 374, 333, 553]"
./data/kvasir-instrument/images,instrument,ckd03l517001h3b5y2du0jxyr,"[17, 526, 303, 466]"
./data/hyper-kvasir/segmented-images/images,polyp,061ffbcb-f63d-41cf-be13-913e421ddadc,"[43, 290, 168, 576]"
./data/kvasir-instrument/images,instrument,ckcuhm7bf001e3b5yr3e70ksc,"[363, 562, 432, 636]"
./data/hyper-kvasir/segmented-images/images,polyp,3d697e4d-dec1-48d5-a325-5f588722181d,"[0, 435, 209, 549]"
./data/kvasir-instrument/images,instrument,ckd0923bt00003b5yuv4gqgvt,"[24, 362, 125, 344]"
./data/hyper-kvasir/segmented-images/images,polyp,f91bfb82-dd41-48e9-824e-b8bbbc25ade2,"[277, 400, 251, 446]"
./data/hyper-kvasir/segmented-images/images,polyp,f57409d0-33dd-4cb5-b6a0-78ff150e8503,"[61, 148, 85, 175]"
./data/hyper-kvasir/segmented-images/images,polyp,93f8dcbb-a5e0-4b6e-9a29-7fad19d04e23,"[263, 1058, 166, 957]"
./data/hyper-kvasir/segmented-images/images,polyp,f04a6bc5-00ca-465a-8aec-67cf09ab80b2,"[57, 510, 12, 515]"
./data/hyper-kvasir/segmented-images/images,polyp,35a14482-d72e-4480-88f5-23657c3388bf,"[243, 350, 320, 437]"
./data/hyper-kvasir/segmented-images/images,polyp,adc070d1-04c3-46b3-8683-a816effcd13e,"[37, 475, 338, 622]"
./data/hyper-kvasir/segmented-images/images,polyp,d83709b3-deb9-4bf4-b731-cbc521974808,"[62, 379, 371, 584]"
./data/hyper-kvasir/segmented-images/images,polyp,0d98339f-ad6c-4f21-8eab-08b487fcab25,"[270, 446, 368, 468]"
./data/kvasir-instrument/images,instrument,ckd07y9bt00053b5yd8xb0icf,"[21, 314, 88, 338]"
./data/hyper-kvasir/segmented-images/images,polyp,fd5d7858-8b06-4ff6-8a65-c60e1c2d63f9,"[65, 271, 105, 358]"
./data/kvasir-instrument/images,instrument,ckcxbaaji00163b5ykuojab2l,"[26, 730, 27, 492]"
./data/hyper-kvasir/segmented-images/images,polyp,4ff33ddc-0ca4-4310-8580-9f5d708419fa,"[201, 426, 365, 601]"
./data/kvasir-instrument/images,instrument,ckcxau25h00083b5ym8edxa11,"[323, 663, 238, 378]"
./data/hyper-kvasir/segmented-images/images,polyp,5902ac8d-63ec-4164-8efa-6cf723e5ef96,"[261, 435, 257, 442]"
./data/kvasir-instrument/images,instrument,ckcxapc9i00043b5yvtmxcf2h,"[0, 382, 172, 582]"
./data/hyper-kvasir/segmented-images/images,polyp,2afd6c6f-7280-4644-aa7e-dd13e1d8e98f,"[282, 456, 236, 368]"
./data/kvasir-instrument/images,instrument,ckcuhl5gx001c3b5ypv0oevlo,"[390, 532, 378, 546]"
./data/hyper-kvasir/segmented-images/images,polyp,2329b645-8d05-44b7-869c-b95c0f3a8201,"[226, 393, 303, 462]"
./data/hyper-kvasir/segmented-images/images,polyp,487a6096-3449-4610-8de0-6e736893d8d7,"[109, 331, 277, 528]"
./data/kvasir-instrument/images,instrument,ckd4kgex0000h3b5yhpwjd11l,"[26, 412, 85, 546]"
./data/kvasir-instrument/images,instrument,ckcui0d5n00023b5yrr18i5y6,"[285, 532, 101, 529]"
./data/kvasir-instrument/images,instrument,ckd4k8gpw00093b5yxi6g3tg8,"[22, 488, 269, 676]"
./data/hyper-kvasir/segmented-images/images,polyp,600e23e5-4987-4a81-be82-b9215962505c,"[105, 522, 297, 613]"
./data/hyper-kvasir/segmented-images/images,polyp,0017b7c7-90f8-4de2-8723-1d87e5c58317,"[0, 121, 168, 386]"
./data/hyper-kvasir/segmented-images/images,polyp,8a320af6-094b-4870-89d0-a3d5c896668f,"[93, 317, 312, 505]"
./data/hyper-kvasir/segmented-images/images,polyp,52a34a28-997e-4ab3-a469-6f74f7ba4d63,"[68, 524, 194, 595]"
./data/hyper-kvasir/segmented-images/images,polyp,7bc8d784-37e7-4a52-a243-a8bdbf4bc204,"[72, 494, 17, 358]"
./data/hyper-kvasir/segmented-images/images,polyp,e1ef7514-b3b7-4777-86d9-4d50dd2f7b6d,"[129, 338, 413, 558]"
./data/kvasir-instrument/images,instrument,ckcxazl6b000j3b5ymmxvr2sq,"[285, 357, 204, 383]"
./data/kvasir-instrument/images,instrument,ckd4h053g000w3b5y07hmkkkt,"[25, 335, 96, 321]"
./data/hyper-kvasir/segmented-images/images,polyp,e92c9c0c-b250-4690-b349-28862496401e,"[245, 531, 20, 455]"
./data/kvasir-instrument/images,instrument,ckd0500qi000q3b5ydyfailqn,"[47, 411, 42, 338]"
./data/kvasir-instrument/images,instrument,ckcu9w0ls000l3b5yfqcnpqny,"[337, 532, 335, 507]"
./data/kvasir-instrument/images,instrument,ckd4jepc400153b5yhiam06ww,"[30, 453, 85, 416]"
./data/hyper-kvasir/segmented-images/images,polyp,db6cd8c3-9675-4360-ba2c-407dd8c6690f,"[130, 310, 204, 367]"
./data/hyper-kvasir/segmented-images/images,polyp,312ac427-4fb6-458f-b1bb-06b06ad8b54f,"[224, 281, 293, 353]"
./data/hyper-kvasir/segmented-images/images,polyp,67deb716-4d5e-4256-84d5-229a18e5873e,"[220, 378, 541, 622]"
./data/hyper-kvasir/segmented-images/images,polyp,107c011e-d7d8-4c81-acb8-f925b4308d3f,"[258, 481, 229, 458]"
./data/kvasir-instrument/images,instrument,ckd093tfd00023b5y7z8ichgj,"[24, 457, 319, 486]"
./data/hyper-kvasir/segmented-images/images,polyp,90660a9a-3476-47cd-bb83-df75f7c59060,"[271, 378, 316, 393]"
./data/kvasir-instrument/images,instrument,ckcx44haz000m3b5ycpibb6ac,"[325, 556, 411, 630]"
./data/hyper-kvasir/segmented-images/images,polyp,e5ab8000-9b67-4f81-8dc5-7da8005ec09e,"[228, 515, 245, 459]"
./data/hyper-kvasir/segmented-images/images,polyp,878bc800-3470-4a16-bdf6-ace78143569d,"[11, 364, 253, 610]"
./data/hyper-kvasir/segmented-images/images,polyp,1cd92a82-81a8-44a8-ba35-4c9669b99c37,"[101, 534, 0, 347]"
./data/hyper-kvasir/segmented-images/images,polyp,9026cdeb-f5e3-4db3-b42f-5a7a77cbe3cf,"[18, 305, 183, 613]"
./data/hyper-kvasir/segmented-images/images,polyp,34bd5926-c88b-4e7b-b56a-aa113b770aba,"[104, 362, 134, 390]"
./data/hyper-kvasir/segmented-images/images,polyp,5ff61fb2-bfc5-429d-9860-318019b82550,"[47, 530, 338, 622]"
./data/hyper-kvasir/segmented-images/images,polyp,2e86a9ba-6d50-4748-8a2b-8dd2c872220b,"[42, 138, 202, 297]"
./data/kvasir-instrument/images,instrument,ckcx3tdut000b3b5y7ltj49ur,"[406, 564, 414, 599]"
./data/hyper-kvasir/segmented-images/images,polyp,ce328a6d-62ed-4292-9747-674d05169e8e,"[254, 466, 202, 472]"
./data/kvasir-instrument/images,instrument,ckd0818xh000a3b5y07s9pr10,"[25, 303, 260, 508]"
./data/kvasir-instrument/images,instrument,ckd4iq57a000e3b5ylnjyitwr,"[26, 326, 223, 361]"
./data/kvasir-instrument/images,instrument,ckcu8v7pr00013b5ymfi2z7uf,"[432, 563, 387, 532]"
./data/hyper-kvasir/segmented-images/images,polyp,27123bd8-2e97-43aa-a3b6-35d01000cfcd,"[288, 417, 346, 492]"
./data/hyper-kvasir/segmented-images/images,polyp,2062287f-8e93-48d0-8aca-f5b60a5974ee,"[123, 529, 69, 514]"
./data/kvasir-instrument/images,instrument,ckd086ahm000h3b5yjhj8dcly,"[22, 295, 82, 331]"
./data/hyper-kvasir/segmented-images/images,polyp,7e90f931-2df9-4c21-a109-6f920043f860,"[201, 306, 282, 391]"
./data/hyper-kvasir/segmented-images/images,polyp,cea4980f-0133-4ec7-8c26-ef30829435cd,"[302, 497, 267, 444]"
./data/kvasir-instrument/images,instrument,ckcuhj2ca00183b5yl6mfas9g,"[379, 556, 398, 592]"
./data/hyper-kvasir/segmented-images/images,polyp,87b45f83-ef3e-4bd4-8514-af8c6aa1c466,"[413, 763, 667, 1007]"
./data/hyper-kvasir/segmented-images/images,polyp,8af6593a-c26e-4cd1-be80-528669965cb5,"[86, 338, 291, 557]"
./data/hyper-kvasir/segmented-images/images,polyp,4c768129-8d87-4422-94c1-b085ebd682d1,"[158, 371, 183, 438]"
./data/hyper-kvasir/segmented-images/images,polyp,37b26162-3d9d-4291-8d43-eb7560e4e7b6,"[211, 495, 239, 451]"
./data/hyper-kvasir/segmented-images/images,polyp,5d8bc524-aa31-48f8-977e-738905ca62f5,"[0, 445, 25, 361]"
./data/kvasir-instrument/images,instrument,ckd03qwq6001p3b5y1p566e78,"[28, 377, 214, 367]"
./data/hyper-kvasir/segmented-images/images,polyp,8c405810-c583-4033-9ed0-9858b264a770,"[200, 485, 255, 458]"
./data/hyper-kvasir/segmented-images/images,polyp,c7527390-15ad-4c18-9eac-e9578c3521ac,"[104, 317, 317, 454]"
